Timestamp,Smoke_Level,Door_Status,Temperature_Level
2020-02-27,31.024614373640873,0,23.260136580413572
2020-12-08,38.64288580038709,0,22.74214540174146
2020-05-09,24.927567624958233,1,71.73667415205803
2020-09-16,47.539811897286036,0,22.580257620202385
2020-04-03,0.6576926443848606,1,20.001708057620856
2020-08-24,27.04244556796627,1,21.531805920670173
2020-09-06,0.6002004154022353,1,23.852909029085954
2020-08-27,0.7477934521643133,1,21.11232500592684
2020-04-30,0.8770216244518171,0,43.109038772200535
2020-10-07,23.27749200258155,1,20.144224828758777
2020-08-19,4.288900829409681,0,60.75855766511246
2020-09-02,35.658592381007914,1,33.54955434250344
2020-07-29,0.7560809562258064,0,22.95826348741498
2020-02-04,28.637955577898534,1,70.81215377237413
2020-04-12,37.02021566878137,0,20.48189542233971
2020-09-19,0.5933045378501876,1,50.36233561617822
2020-02-04,38.841686453235404,0,33.08708900906912
2020-12-11,8.407489243923074,1,14.297851994538728
2020-07-12,0.3242694709106746,1,22.406009040405753
2020-09-16,26.425238742853637,0,21.94865589465857
2020-02-19,44.486134954068746,1,20.08072565008387
2020-05-11,0.18625682912401664,1,39.438051323569915
2020-06-20,0.940047328677602,0,50.05017120337224
2020-07-03,25.137119415963852,1,62.10473530662689
2020-06-02,0.9276079516124242,0,68.22665603036532
2020-02-29,20.3368732097006,1,43.94026643282522
2020-02-05,0.36067286710127366,1,20.526551603334163
2020-03-01,0.38066438140680636,0,14.370161827557451
2020-07-02,4.024732349143443,1,50.235360641155765
2020-04-20,6.287133044086485,0,21.99317328240026
2020-09-04,0.23609680390176202,0,21.850686173975102
2020-11-16,4.652288439965963,1,23.715275010689105
2020-01-06,8.596588253181487,0,23.04482375388017
2020-10-09,8.8725670550372,1,17.292345696389923
2020-02-05,0.25107988967399,1,24.684245041994707
2020-11-19,2.042442246455857,0,24.70170279456958
2020-11-30,0.7361517118565114,1,67.40289812397165
2020-07-08,0.05607175095146322,1,22.966060219217688
2020-03-04,0.8203593897983744,0,23.529687661791407
2020-04-15,7.456992076015222,1,19.197711641051093
2020-08-26,29.772930914511008,1,57.001035992554385
2020-06-15,5.874401226970491,0,22.128512548580826
2020-04-11,6.006241738042687,1,51.4667367914083
2020-01-07,49.220749758011664,0,22.281784920821035
2020-12-24,3.681107289357612,0,38.5177778209921
2020-05-03,0.9405273579562433,1,43.174644266303325
2020-12-26,49.77868571271379,0,47.885149574213486
2020-01-31,42.86041801266718,0,61.891321805451675
2020-10-02,6.001988560332533,1,72.81522046431142
2020-09-12,0.38351872700212186,1,57.737565493114005
2020-05-05,0.30443579898204565,1,22.704519281923933
2020-10-26,5.373109988596087,0,27.62050797106567
2020-12-19,38.260843092281455,0,29.638936139754236
2020-11-24,0.8864292582801341,1,22.1530637894935
